Impfdatum,Impfschutz,Bundesland,population,Anzahl
2021-02-21,2,Hessen,6290768,2610
2021-02-21,2,Niedersachsen,7987439,1930
2021-02-21,2,Nordrhein-Westfalen,17949911,1459
2021-02-21,2,Rheinland-Pfalz,4100019,2193
2021-02-21,2,Sachsen,4061968,2567
2021-02-21,2,Sachsen-Anhalt,2187748,479
2021-02-21,2,Schleswig-Holstein,2909428,2498
2021-02-21,2,Thueringen,2117352,839
2021-02-22,2,Baden-Wuerttemberg,11104163,8511
2021-02-22,2,Bayern,13128448,6058
2021-02-22,2,Berlin,3663322,2905
2021-02-22,2,Brandenburg,2531551,1798
2021-02-22,2,Bremen,680171,598
2021-02-22,2,Hamburg,1852838,1258
2021-02-22,2,Hessen,6290768,3220
2021-02-22,2,Mecklenburg-Vorpommern,1610896,1015
2021-02-22,2,Niedersachsen,7987439,3592
2021-02-22,2,Nordrhein-Westfalen,17949911,17984
2021-02-22,2,Rheinland-Pfalz,4100019,2768
2021-02-22,2,Saarland,984937,636
2021-02-22,2,Sachsen,4061968,2635
2021-02-22,2,Sachsen-Anhalt,2187748,1159
2021-02-22,2,Schleswig-Holstein,2909428,2809
2021-02-22,2,Thueringen,2117352,1478
2021-02-23,2,Baden-Wuerttemberg,11104163,7632
2021-02-23,2,Bayern,13128448,7988
2021-02-23,2,Berlin,3663322,3144
2021-02-23,2,Brandenburg,2531551,826
2021-02-23,2,Bremen,680171,311
2021-02-23,2,Hamburg,1852838,1502
2021-02-23,2,Hessen,6290768,3683
2021-02-23,2,Mecklenburg-Vorpommern,1610896,1020
2021-02-23,2,Niedersachsen,7987439,3506
2021-02-23,2,Nordrhein-Westfalen,17949911,20542
2021-02-23,2,Rheinland-Pfalz,4100019,1747
2021-02-23,2,Saarland,984937,609
2021-02-23,2,Sachsen,4061968,3177
2021-02-23,2,Sachsen-Anhalt,2187748,1142
2021-02-23,2,Schleswig-Holstein,2909428,2502
2021-02-23,2,Thueringen,2117352,1270
2021-02-24,2,Baden-Wuerttemberg,11104163,8669
2021-02-24,2,Bayern,13128448,8715
2021-02-24,2,Berlin,3663322,2933
2021-02-24,2,Brandenburg,2531551,551
2021-02-24,2,Bremen,680171,300
2021-02-24,2,Hamburg,1852838,1404
2021-02-24,2,Hessen,6290768,4182
2021-02-24,2,Mecklenburg-Vorpommern,1610896,1027
2021-02-24,2,Niedersachsen,7987439,3734
2021-02-24,2,Nordrhein-Westfalen,17949911,18238
2021-02-24,2,Rheinland-Pfalz,4100019,1393
2021-02-24,2,Saarland,984937,698
2021-02-24,2,Sachsen,4061968,2303
2021-02-24,2,Sachsen-Anhalt,2187748,1363
2021-02-24,2,Schleswig-Holstein,2909428,1944
2021-02-24,2,Thueringen,2117352,2018
2021-02-25,2,Baden-Wuerttemberg,11104163,7281
2021-02-25,2,Bayern,13128448,8345
2021-02-25,2,Berlin,3663322,3661
2021-02-25,2,Brandenburg,2531551,415
2021-02-25,2,Bremen,680171,290
2021-02-25,2,Hamburg,1852838,1199
2021-02-25,2,Hessen,6290768,3861
2021-02-25,2,Mecklenburg-Vorpommern,1610896,712
2021-02-25,2,Niedersachsen,7987439,4805
2021-02-25,2,Nordrhein-Westfalen,17949911,19759
2021-02-25,2,Rheinland-Pfalz,4100019,1612
2021-02-25,2,Saarland,984937,98
2021-02-25,2,Sachsen,4061968,2383
2021-02-25,2,Sachsen-Anhalt,2187748,1239
2021-02-25,2,Schleswig-Holstein,2909428,2170
2021-02-25,2,Thueringen,2117352,1612
2021-02-26,2,Baden-Wuerttemberg,11104163,9043
2021-02-26,2,Bayern,13128448,8541
2021-02-26,2,Berlin,3663322,3920
2021-02-26,2,Brandenburg,2531551,831
2021-02-26,2,Bremen,680171,466
2021-02-26,2,Hamburg,1852838,768
2021-02-26,2,Hessen,6290768,4014
2021-02-26,2,Mecklenburg-Vorpommern,1610896,1287
2021-02-26,2,Niedersachsen,7987439,5668
2021-02-26,2,Nordrhein-Westfalen,17949911,22380
2021-02-26,2,Rheinland-Pfalz,4100019,1845
2021-02-26,2,Saarland,984937,246
2021-02-26,2,Sachsen,4061968,3487
2021-02-26,2,Sachsen-Anhalt,2187748,1268
2021-02-26,2,Schleswig-Holstein,2909428,2113
2021-02-26,2,Thueringen,2117352,1826
2021-02-27,2,Baden-Wuerttemberg,11104163,8714
2021-02-27,2,Bayern,13128448,8293
2021-02-27,2,Berlin,3663322,2542
2021-02-27,2,Bremen,680171,466
2021-02-27,2,Hamburg,1852838,530
2021-02-27,2,Hessen,6290768,3488
2021-02-27,2,Niedersachsen,7987439,2985
2021-02-27,2,Nordrhein-Westfalen,17949911,8891
2021-02-27,2,Rheinland-Pfalz,4100019,894
2021-02-27,2,Saarland,984937,127
2021-02-27,2,Sachsen,4061968,2223
2021-02-27,2,Sachsen-Anhalt,2187748,74
2021-02-27,2,Schleswig-Holstein,2909428,195
2021-02-27,2,Thueringen,2117352,301
2021-02-28,2,Baden-Wuerttemberg,11104163,5250
2021-02-28,2,Bayern,13128448,6501
2021-02-28,2,Berlin,3663322,2367
2021-02-28,2,Brandenburg,2531551,10
2021-02-28,2,Bremen,680171,549
2021-02-28,2,Hamburg,1852838,475
2021-02-28,2,Hessen,6290768,2914
2021-02-28,2,Nordrhein-Westfalen,17949911,3271
2021-02-28,2,Rheinland-Pfalz,4100019,655
2021-02-28,2,Sachsen,4061968,1928
2021-02-28,2,Schleswig-Holstein,2909428,191
2021-02-28,3,Brandenburg,2531551,11
2021-03-01,2,Baden-Wuerttemberg,11104163,7055
2021-03-01,2,Bayern,13128448,8903
2021-03-01,2,Berlin,3663322,2003
2021-03-01,2,Brandenburg,2531551,638
2021-03-01,2,Bremen,680171,343
2021-03-01,2,Hamburg,1852838,1082
2021-03-01,2,Hessen,6290768,2835
2021-03-01,2,Mecklenburg-Vorpommern,1610896,908
2021-03-01,2,Niedersachsen,7987439,4044
2021-03-01,2,Nordrhein-Westfalen,17949911,14234
2021-03-01,2,Rheinland-Pfalz,4100019,164
2021-03-01,2,Saarland,984937,529
2021-03-01,2,Sachsen,4061968,2611
2021-03-01,2,Sachsen-Anhalt,2187748,1407
2021-03-01,2,Schleswig-Holstein,2909428,1668
2021-03-01,2,Thueringen,2117352,1677
2021-03-02,2,Baden-Wuerttemberg,11104163,7150
2021-03-02,2,Bayern,13128448,9991
2021-03-02,2,Berlin,3663322,2125
2021-03-02,2,Brandenburg,2531551,415
2021-03-02,2,Bremen,680171,316
2021-03-02,2,Hamburg,1852838,1121
2021-03-02,2,Hessen,6290768,6065
2021-03-02,2,Mecklenburg-Vorpommern,1610896,746
2021-03-02,2,Niedersachsen,7987439,3370
2021-03-02,2,Nordrhein-Westfalen,17949911,11825
2021-03-02,2,Rheinland-Pfalz,4100019,235
2021-03-02,2,Saarland,984937,583
2021-03-02,2,Sachsen,4061968,3330
2021-03-02,2,Sachsen-Anhalt,2187748,1365
2021-03-02,2,Schleswig-Holstein,2909428,1398
2021-03-02,2,Thueringen,2117352,2254
2021-03-03,2,Baden-Wuerttemberg,11104163,9148
2021-03-03,2,Bayern,13128448,14517
2021-03-03,2,Berlin,3663322,2202
2021-03-03,2,Brandenburg,2531551,436
2021-03-03,2,Bremen,680171,323
2021-03-03,2,Hamburg,1852838,1800
2021-03-03,2,Hessen,6290768,6259
2021-03-03,2,Mecklenburg-Vorpommern,1610896,1114
2021-03-03,2,Niedersachsen,7987439,5096
2021-03-03,2,Nordrhein-Westfalen,17949911,20200
2021-03-03,2,Rheinland-Pfalz,4100019,472
2021-03-03,2,Saarland,984937,524
2021-03-03,2,Sachsen,4061968,3036
2021-03-03,2,Sachsen-Anhalt,2187748,1802
2021-03-03,2,Schleswig-Holstein,2909428,1161
2021-03-03,2,Thueringen,2117352,2770
2021-03-04,2,Baden-Wuerttemberg,11104163,8131
2021-03-04,2,Bayern,13128448,14548
2021-03-04,2,Berlin,3663322,1570
2021-03-04,2,Brandenburg,2531551,655
2021-03-04,2,Bremen,680171,297
2021-03-04,2,Hamburg,1852838,1446
2021-03-04,2,Hessen,6290768,5965
2021-03-04,2,Mecklenburg-Vorpommern,1610896,1222
2021-03-04,2,Niedersachsen,7987439,5720
2021-03-04,2,Nordrhein-Westfalen,17949911,12496
2021-03-04,2,Rheinland-Pfalz,4100019,482
2021-03-04,2,Saarland,984937,843
2021-03-04,2,Sachsen,4061968,3171
2021-03-04,2,Sachsen-Anhalt,2187748,2144
2021-03-04,2,Schleswig-Holstein,2909428,1510
2021-03-04,2,Thueringen,2117352,3064
2021-03-05,2,Baden-Wuerttemberg,11104163,9480
2021-03-05,2,Bayern,13128448,13229
2021-03-05,2,Berlin,3663322,1753
2021-03-05,2,Brandenburg,2531551,531
2021-03-05,2,Bremen,680171,267
2021-03-05,2,Hamburg,1852838,1360
2021-03-05,2,Hessen,6290768,5812
2021-03-05,2,Mecklenburg-Vorpommern,1610896,722
2021-03-05,2,Niedersachsen,7987439,6803
2021-03-05,2,Nordrhein-Westfalen,17949911,17436
2021-03-05,2,Rheinland-Pfalz,4100019,851
2021-03-05,2,Saarland,984937,742
2021-03-05,2,Sachsen,4061968,3113
2021-03-05,2,Sachsen-Anhalt,2187748,1481
2021-03-05,2,Schleswig-Holstein,2909428,1041
2021-03-05,2,Thueringen,2117352,2830
2021-03-06,2,Baden-Wuerttemberg,11104163,7811
2021-03-06,2,Bayern,13128448,9009
2021-03-06,2,Berlin,3663322,1304
2021-03-06,2,Brandenburg,2531551,208
2021-03-06,2,Bremen,680171,240
2021-03-06,2,Hamburg,1852838,1218
2021-03-06,2,Hessen,6290768,5524
2021-03-06,2,Niedersachsen,7987439,4191
2021-03-06,2,Nordrhein-Westfalen,17949911,13380
2021-03-06,2,Rheinland-Pfalz,4100019,441
2021-03-06,2,Saarland,984937,538
2021-03-06,2,Sachsen,4061968,2387
2021-03-06,2,Sachsen-Anhalt,2187748,1121
2021-03-06,2,Schleswig-Holstein,2909428,17
2021-03-06,2,Thueringen,2117352,1261
2021-03-07,2,Baden-Wuerttemberg,11104163,6302
2021-03-07,2,Bayern,13128448,5207
2021-03-07,2,Berlin,3663322,1005
2021-03-07,2,Brandenburg,2531551,96
2021-03-07,2,Bremen,680171,298
2021-03-07,2,Hamburg,1852838,1233
2021-03-07,2,Hessen,6290768,4989
2021-03-07,2,Niedersachsen,7987439,1196
2021-03-07,2,Nordrhein-Westfalen,17949911,10741
2021-03-07,2,Rheinland-Pfalz,4100019,514
2021-03-07,2,Sachsen,4061968,1576
2021-03-07,2,Schleswig-Holstein,2909428,65
2021-03-07,2,Thueringen,2117352,280
2021-03-08,2,Baden-Wuerttemberg,11104163,7675
2021-03-08,2,Bayern,13128448,7468
2021-03-08,2,Berlin,3663322,1815
2021-03-08,2,Brandenburg,2531551,405
2021-03-08,2,Bremen,680171,307
2021-03-08,2,Hamburg,1852838,1002
2021-03-08,2,Hessen,6290768,5310
2021-03-08,2,Mecklenburg-Vorpommern,1610896,561
2021-03-08,2,Niedersachsen,7987439,7273
2021-03-08,2,Nordrhein-Westfalen,17949911,12281
2021-03-08,2,Rheinland-Pfalz,4100019,194
2021-03-08,2,Saarland,984937,795
2021-03-08,2,Sachsen,4061968,2333
2021-03-08,2,Sachsen-Anhalt,2187748,1110
2021-03-08,2,Schleswig-Holstein,2909428,1293
2021-03-08,2,Thueringen,2117352,2157
2021-03-09,2,Baden-Wuerttemberg,11104163,8700
2021-03-09,2,Bayern,13128448,8895
2021-03-09,2,Berlin,3663322,1910
2021-03-09,2,Brandenburg,2531551,461
2021-03-09,2,Bremen,680171,291
2021-03-09,2,Hamburg,1852838,1104
2021-03-09,2,Hessen,6290768,5675
2021-03-09,2,Mecklenburg-Vorpommern,1610896,943
2021-03-09,2,Niedersachsen,7987439,8316
2021-03-09,2,Nordrhein-Westfalen,17949911,11413
2021-03-09,2,Rheinland-Pfalz,4100019,199
2021-03-09,2,Saarland,984937,845
2021-03-09,2,Sachsen,4061968,2201
2021-03-09,2,Sachsen-Anhalt,2187748,1061
2021-03-09,2,Schleswig-Holstein,2909428,677
2021-03-09,2,Thueringen,2117352,2238
2021-03-10,2,Baden-Wuerttemberg,11104163,9647
2021-03-10,2,Bayern,13128448,10999
2021-03-10,2,Berlin,3663322,2092
2021-03-10,2,Brandenburg,2531551,488
2021-03-10,2,Bremen,680171,277
2021-03-10,2,Hamburg,1852838,1042
2021-03-10,2,Hessen,6290768,5507
2021-03-10,2,Mecklenburg-Vorpommern,1610896,1250
2021-03-10,2,Niedersachsen,7987439,10715
2021-03-10,2,Nordrhein-Westfalen,17949911,15436
2021-03-10,2,Rheinland-Pfalz,4100019,311
2021-03-10,2,Saarland,984937,1360
2021-03-10,2,Sachsen,4061968,4085
2021-03-10,2,Sachsen-Anhalt,2187748,1112
2021-03-10,2,Schleswig-Holstein,2909428,373
2021-03-10,2,Thueringen,2117352,2788
2021-03-11,2,Baden-Wuerttemberg,11104163,10239
2021-03-11,2,Bayern,13128448,9951
2021-03-11,2,Berlin,3663322,1897
2021-03-11,2,Brandenburg,2531551,606
2021-03-11,2,Bremen,680171,476
2021-03-11,2,Hamburg,1852838,1220
2021-03-11,2,Hessen,6290768,5167
2021-03-11,2,Mecklenburg-Vorpommern,1610896,411
2021-03-11,2,Niedersachsen,7987439,11782
2021-03-11,2,Nordrhein-Westfalen,17949911,8701
2021-03-11,2,Rheinland-Pfalz,4100019,467
2021-03-11,2,Saarland,984937,1239
2021-03-11,2,Sachsen,4061968,4199
2021-03-11,2,Sachsen-Anhalt,2187748,1662
2021-03-11,2,Schleswig-Holstein,2909428,272
2021-03-11,2,Thueringen,2117352,2603
2021-03-12,2,Baden-Wuerttemberg,11104163,11142
2021-03-12,2,Bayern,13128448,11286
2021-03-12,2,Berlin,3663322,1769
2021-03-12,2,Brandenburg,2531551,627
2021-03-12,2,Bremen,680171,483
2021-03-12,2,Hamburg,1852838,1350
2021-03-12,2,Hessen,6290768,5697
2021-03-12,2,Mecklenburg-Vorpommern,1610896,761
2021-03-12,2,Niedersachsen,7987439,11899
2021-03-12,2,Nordrhein-Westfalen,17949911,15649
2021-03-12,2,Rheinland-Pfalz,4100019,558
2021-03-12,2,Saarland,984937,1019
2021-03-12,2,Sachsen,4061968,4674
2021-03-12,2,Sachsen-Anhalt,2187748,1328
2021-03-12,2,Schleswig-Holstein,2909428,348
2021-03-12,2,Thueringen,2117352,2639
2021-03-13,2,Baden-Wuerttemberg,11104163,9374
2021-03-13,2,Bayern,13128448,9744
2021-03-13,2,Berlin,3663322,1788
2021-03-13,2,Bremen,680171,492
2021-03-13,2,Hamburg,1852838,1247
2021-03-13,2,Hessen,6290768,4525
2021-03-13,2,Niedersachsen,7987439,2816
2021-03-13,2,Nordrhein-Westfalen,17949911,12543
2021-03-13,2,Rheinland-Pfalz,4100019,133
2021-03-13,2,Saarland,984937,1016
2021-03-13,2,Sachsen,4061968,5550
2021-03-13,2,Sachsen-Anhalt,2187748,281
2021-03-13,2,Schleswig-Holstein,2909428,94
2021-03-13,2,Thueringen,2117352,711
2021-03-14,2,Baden-Wuerttemberg,11104163,6050
2021-03-14,2,Bayern,13128448,6570
2021-03-14,2,Berlin,3663322,1528
2021-03-14,2,Bremen,680171,268
2021-03-14,2,Hamburg,1852838,1451
2021-03-14,2,Hessen,6290768,3615
2021-03-14,2,Niedersachsen,7987439,453
2021-03-14,2,Nordrhein-Westfalen,17949911,10367
2021-03-14,2,Sachsen,4061968,5316
2021-03-14,2,Schleswig-Holstein,2909428,59
2021-03-15,2,Baden-Wuerttemberg,11104163,6622
2021-03-15,2,Bayern,13128448,11106
2021-03-15,2,Berlin,3663322,1588
2021-03-15,2,Brandenburg,2531551,444
2021-03-15,2,Bremen,680171,540
2021-03-15,2,Hamburg,1852838,1498
2021-03-15,2,Hessen,6290768,5170
2021-03-15,2,Mecklenburg-Vorpommern,1610896,777
2021-03-15,2,Niedersachsen,7987439,9580
2021-03-15,2,Nordrhein-Westfalen,17949911,11195
2021-03-15,2,Rheinland-Pfalz,4100019,105
2021-03-15,2,Saarland,984937,705
2021-03-15,2,Sachsen,4061968,5300
2021-03-15,2,Sachsen-Anhalt,2187748,1642
2021-03-15,2,Schleswig-Holstein,2909428,229
2021-03-15,2,Thueringen,2117352,2844
2021-03-16,2,Baden-Wuerttemberg,11104163,8349
2021-03-16,2,Bayern,13128448,12075
2021-03-16,2,Berlin,3663322,1587
2021-03-16,2,Brandenburg,2531551,1056
2021-03-16,2,Bremen,680171,687
2021-03-16,2,Hamburg,1852838,1227
2021-03-16,2,Hessen,6290768,5975
2021-03-16,2,Mecklenburg-Vorpommern,1610896,1063
2021-03-16,2,Niedersachsen,7987439,11413
2021-03-16,2,Nordrhein-Westfalen,17949911,10238
2021-03-16,2,Rheinland-Pfalz,4100019,213
2021-03-16,2,Saarland,984937,653
2021-03-16,2,Sachsen,4061968,8634
2021-03-16,2,Sachsen-Anhalt,2187748,1709
2021-03-16,2,Schleswig-Holstein,2909428,133
2021-03-16,2,Thueringen,2117352,3298
2021-03-17,2,Baden-Wuerttemberg,11104163,8637
2021-03-17,2,Bayern,13128448,15549
2021-03-17,2,Berlin,3663322,1857
2021-03-17,2,Brandenburg,2531551,1162
2021-03-17,2,Bremen,680171,742
2021-03-17,2,Hamburg,1852838,1217
2021-03-17,2,Hessen,6290768,8632
2021-03-17,2,Mecklenburg-Vorpommern,1610896,920
2021-03-17,2,Niedersachsen,7987439,12586
2021-03-17,2,Nordrhein-Westfalen,17949911,13998
2021-03-17,2,Rheinland-Pfalz,4100019,4549
2021-03-17,2,Saarland,984937,669
2021-03-17,2,Sachsen,4061968,6433
2021-03-17,2,Sachsen-Anhalt,2187748,1432
2021-03-17,2,Schleswig-Holstein,2909428,469
2021-03-17,2,Thueringen,2117352,2439
2021-03-18,2,Baden-Wuerttemberg,11104163,9707
2021-03-18,2,Bayern,13128448,14120
2021-03-18,2,Berlin,3663322,3314
2021-03-18,2,Brandenburg,2531551,1041
2021-03-18,2,Bremen,680171,697
2021-03-18,2,Hamburg,1852838,1446
2021-03-18,2,Hessen,6290768,8573
2021-03-18,2,Mecklenburg-Vorpommern,1610896,1169
2021-03-18,2,Niedersachsen,7987439,11490
2021-03-18,2,Nordrhein-Westfalen,17949911,8362
2021-03-18,2,Rheinland-Pfalz,4100019,3617
2021-03-18,2,Saarland,984937,650
2021-03-18,2,Sachsen,4061968,6608
2021-03-18,2,Sachsen-Anhalt,2187748,2275
2021-03-18,2,Schleswig-Holstein,2909428,204
2021-03-18,2,Thueringen,2117352,2491
2021-03-19,2,Baden-Wuerttemberg,11104163,11279
2021-03-19,2,Bayern,13128448,13674
2021-03-19,2,Berlin,3663322,3494
2021-03-19,2,Brandenburg,2531551,1261
2021-03-19,2,Bremen,680171,769
2021-03-19,2,Hamburg,1852838,1218
2021-03-19,2,Hessen,6290768,7304
2021-03-19,2,Mecklenburg-Vorpommern,1610896,853
2021-03-19,2,Niedersachsen,7987439,11864
2021-03-19,2,Nordrhein-Westfalen,17949911,16352
2021-03-19,2,Rheinland-Pfalz,4100019,3550
2021-03-19,2,Saarland,984937,758
2021-03-19,2,Sachsen,4061968,7306
2021-03-19,2,Sachsen-Anhalt,2187748,2035
2021-03-19,2,Schleswig-Holstein,2909428,540
2021-03-19,2,Thueringen,2117352,2463
2021-03-20,2,Baden-Wuerttemberg,11104163,9387
2021-03-20,2,Bayern,13128448,11433
2021-03-20,2,Berlin,3663322,3258
2021-03-20,2,Brandenburg,2531551,12
2021-03-20,2,Bremen,680171,454
2021-03-20,2,Hamburg,1852838,1325
2021-03-20,2,Hessen,6290768,5617
2021-03-20,2,Niedersachsen,7987439,2103
2021-03-20,2,Nordrhein-Westfalen,17949911,12399
2021-03-20,2,Rheinland-Pfalz,4100019,516
2021-03-20,2,Saarland,984937,659
2021-03-20,2,Sachsen,4061968,5349
2021-03-20,2,Sachsen-Anhalt,2187748,227
2021-03-20,2,Schleswig-Holstein,2909428,52
2021-03-20,2,Thueringen,2117352,554
2021-03-21,2,Baden-Wuerttemberg,11104163,6574
2021-03-21,2,Bayern,13128448,7232
2021-03-21,2,Berlin,3663322,3208
2021-03-21,2,Brandenburg,2531551,9
2021-03-21,2,Bremen,680171,232
2021-03-21,2,Hamburg,1852838,1374
2021-03-21,2,Hessen,6290768,4015
2021-03-21,2,Nordrhein-Westfalen,17949911,9968
2021-03-21,2,Sachsen,4061968,5429
2021-03-21,2,Schleswig-Holstein,2909428,61
2021-03-21,2,Thueringen,2117352,160
2021-03-22,2,Baden-Wuerttemberg,11104163,8569
2021-03-22,2,Bayern,13128448,11612
2021-03-22,2,Berlin,3663322,3930
2021-03-22,2,Brandenburg,2531551,842
2021-03-22,2,Bremen,680171,250
2021-03-22,2,Hamburg,1852838,1242
2021-03-22,2,Hessen,6290768,7296
2021-03-22,2,Mecklenburg-Vorpommern,1610896,1702
2021-03-22,2,Niedersachsen,7987439,10334
2021-03-22,2,Nordrhein-Westfalen,17949911,15035
2021-03-22,2,Rheinland-Pfalz,4100019,3003
2021-03-22,2,Saarland,984937,652
2021-03-22,2,Sachsen,4061968,6482
2021-03-22,2,Sachsen-Anhalt,2187748,2223
2021-03-22,2,Schleswig-Holstein,2909428,1508
2021-03-22,2,Thueringen,2117352,2201
2021-03-23,2,Baden-Wuerttemberg,11104163,8292
2021-03-23,2,Bayern,13128448,14232
2021-03-23,2,Berlin,3663322,3827
2021-03-23,2,Brandenburg,2531551,1696
2021-03-23,2,Bremen,680171,676
2021-03-23,2,Hamburg,1852838,1124
2021-03-23,2,Hessen,6290768,7931
2021-03-23,2,Mecklenburg-Vorpommern,1610896,2058
2021-03-23,2,Niedersachsen,7987439,11747
2021-03-23,2,Nordrhein-Westfalen,17949911,13705
2021-03-23,2,Rheinland-Pfalz,4100019,2533
2021-03-23,2,Saarland,984937,740
2021-03-23,2,Sachsen,4061968,10095
2021-03-23,2,Sachsen-Anhalt,2187748,1950
2021-03-23,2,Schleswig-Holstein,2909428,1481
2021-03-23,2,Thueringen,2117352,2328
2021-03-24,2,Baden-Wuerttemberg,11104163,9792
2021-03-24,2,Bayern,13128448,13438
2021-03-24,2,Berlin,3663322,4032
2021-03-24,2,Brandenburg,2531551,1453
2021-03-24,2,Bremen,680171,729
2021-03-24,2,Hamburg,1852838,1292
2021-03-24,2,Hessen,6290768,8188
2021-03-24,2,Mecklenburg-Vorpommern,1610896,1848
2021-03-24,2,Niedersachsen,7987439,13883
2021-03-24,2,Nordrhein-Westfalen,17949911,17722
2021-03-24,2,Rheinland-Pfalz,4100019,2329
2021-03-24,2,Saarland,984937,765
2021-03-24,2,Sachsen,4061968,8015
2021-03-24,2,Sachsen-Anhalt,2187748,2087
2021-03-24,2,Schleswig-Holstein,2909428,1324
2021-03-24,2,Thueringen,2117352,2612
2021-03-25,2,Baden-Wuerttemberg,11104163,8837
2021-03-25,2,Bayern,13128448,12848
2021-03-25,2,Berlin,3663322,4937
2021-03-25,2,Brandenburg,2531551,1399
2021-03-25,2,Bremen,680171,743
2021-03-25,2,Hamburg,1852838,1327
2021-03-25,2,Hessen,6290768,7222
2021-03-25,2,Mecklenburg-Vorpommern,1610896,1914
2021-03-25,2,Niedersachsen,7987439,14456
2021-03-25,2,Nordrhein-Westfalen,17949911,12032
2021-03-25,2,Rheinland-Pfalz,4100019,1572
2021-03-25,2,Saarland,984937,780
2021-03-25,2,Sachsen,4061968,6870
2021-03-25,2,Sachsen-Anhalt,2187748,2396
2021-03-25,2,Schleswig-Holstein,2909428,1598
2021-03-25,2,Thueringen,2117352,2341
2021-03-26,2,Baden-Wuerttemberg,11104163,11639
2021-03-26,2,Bayern,13128448,11955
2021-03-26,2,Berlin,3663322,5013
2021-03-26,2,Brandenburg,2531551,1605
2021-03-26,2,Bremen,680171,703
2021-03-26,2,Hamburg,1852838,1290
2021-03-26,2,Hessen,6290768,8466
2021-03-26,2,Mecklenburg-Vorpommern,1610896,1267
2021-03-26,2,Niedersachsen,7987439,12254
2021-03-26,2,Nordrhein-Westfalen,17949911,20485
2021-03-26,2,Rheinland-Pfalz,4100019,1386
2021-03-26,2,Saarland,984937,828
2021-03-26,2,Sachsen,4061968,6136
2021-03-26,2,Sachsen-Anhalt,2187748,1893
2021-03-26,2,Schleswig-Holstein,2909428,1412
2021-03-26,2,Thueringen,2117352,2714
2021-03-27,2,Baden-Wuerttemberg,11104163,8706
2021-03-27,2,Bayern,13128448,9561
2021-03-27,2,Berlin,3663322,5118
2021-03-27,2,Bremen,680171,679
2021-03-27,2,Hamburg,1852838,985
2021-03-27,2,Hessen,6290768,5075
2021-03-27,2,Niedersachsen,7987439,5263
2021-03-27,2,Nordrhein-Westfalen,17949911,18273
2021-03-27,2,Rheinland-Pfalz,4100019,65
2021-03-27,2,Saarland,984937,815
2021-03-27,2,Sachsen,4061968,5468
2021-03-27,2,Sachsen-Anhalt,2187748,821
2021-03-27,2,Schleswig-Holstein,2909428,1170
2021-03-27,2,Thueringen,2117352,388
2021-03-28,2,Baden-Wuerttemberg,11104163,10585
2021-03-28,2,Bayern,13128448,6480
2021-03-28,2,Berlin,3663322,4959
2021-03-28,2,Bremen,680171,377
2021-03-28,2,Hamburg,1852838,1077
2021-03-28,2,Hessen,6290768,5333
2021-03-28,2,Niedersachsen,7987439,592
2021-03-28,2,Nordrhein-Westfalen,17949911,16839
2021-03-28,2,Rheinland-Pfalz,4100019,312
2021-03-28,2,Sachsen,4061968,5458
2021-03-28,2,Sachsen-Anhalt,2187748,31
2021-03-28,2,Schleswig-Holstein,2909428,1205
2021-03-28,2,Thueringen,2117352,83
2021-03-29,2,Baden-Wuerttemberg,11104163,9083
2021-03-29,2,Bayern,13128448,12438
2021-03-29,2,Berlin,3663322,5043
2021-03-29,2,Brandenburg,2531551,1137
2021-03-29,2,Bremen,680171,604
2021-03-29,2,Hamburg,1852838,877
2021-03-29,2,Hessen,6290768,9393
2021-03-29,2,Mecklenburg-Vorpommern,1610896,958
2021-03-29,2,Niedersachsen,7987439,10498
2021-03-29,2,Nordrhein-Westfalen,17949911,17413
2021-03-29,2,Rheinland-Pfalz,4100019,7191
2021-03-29,2,Saarland,984937,1852
2021-03-29,2,Sachsen,4061968,5812
2021-03-29,2,Sachsen-Anhalt,2187748,2336
2021-03-29,2,Schleswig-Holstein,2909428,1682
2021-03-29,2,Thueringen,2117352,2807
2021-03-30,2,Baden-Wuerttemberg,11104163,10524
2021-03-30,2,Bayern,13128448,14566
2021-03-30,2,Berlin,3663322,5223
2021-03-30,2,Brandenburg,2531551,1907
2021-03-30,2,Bremen,680171,695
2021-03-30,2,Hamburg,1852838,1480
2021-03-30,2,Hessen,6290768,9247
2021-03-30,2,Mecklenburg-Vorpommern,1610896,2403
2021-03-30,2,Niedersachsen,7987439,9395
2021-03-30,2,Nordrhein-Westfalen,17949911,15226
2021-03-30,2,Rheinland-Pfalz,4100019,6081
2021-03-30,2,Saarland,984937,1800
2021-03-30,2,Sachsen,4061968,6518
2021-03-30,2,Sachsen-Anhalt,2187748,3173
2021-03-30,2,Schleswig-Holstein,2909428,1459
2021-03-30,2,Thueringen,2117352,3278
2021-03-31,2,Baden-Wuerttemberg,11104163,11764
2021-03-31,2,Bayern,13128448,19351
2021-03-31,2,Berlin,3663322,5702
2021-03-31,2,Brandenburg,2531551,4113
2021-03-31,2,Bremen,680171,695
2021-03-31,2,Hamburg,1852838,1404
2021-03-31,2,Hessen,6290768,9144
2021-03-31,2,Mecklenburg-Vorpommern,1610896,2876
2021-03-31,2,Niedersachsen,7987439,8466
2021-03-31,2,Nordrhein-Westfalen,17949911,19867
2021-03-31,2,Rheinland-Pfalz,4100019,4182
2021-03-31,2,Saarland,984937,1925
2021-03-31,2,Sachsen,4061968,4896
